Group,Count,Owner,Parent.int_groups,Register,Field,Path,Name,Type,Allow during port up,FLags,Severity,,info (I) action (default is none),I->E count thresh,,error (E) action (default is count),Error->Fatal count threshold,Description (or Action in case of Fatal),,fatal (F) action (default is reset)
p4+txdma,1,Justina,pt.pt.ptd,int_ecc,wdata_mem_correctable,pt.pt.ptd.int_ecc,int_ecc.wdata_mem_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
p4+txdma,1,Justina,pt.pt.ptd,int_ecc,wdata_mem_uncorrectable,pt.pt.ptd.int_ecc,int_ecc.wdata_mem_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
p4+txdma,1,Justina,pt.pt.ptd,int_fifo,cmd_ff_ovflow,pt.pt.ptd.int_fifo,int_fifo.cmd_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_fifo,cmdflit_ff_ovflow,pt.pt.ptd.int_fifo,int_fifo.cmdflit_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_fifo,dfence_ff_ovflow,pt.pt.ptd.int_fifo,int_fifo.dfence_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_fifo,ffence_ff_ovflow,pt.pt.ptd.int_fifo,int_fifo.ffence_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_fifo,lat_ff_ovflow,pt.pt.ptd.int_fifo,int_fifo.lat_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_fifo,pkt_ff_ovflow,pt.pt.ptd.int_fifo,int_fifo.pkt_ff_ovflow,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_fifo,rcv_stg_ff_ovflow,pt.pt.ptd.int_fifo,int_fifo.rcv_stg_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_fifo,wdata_ff_ovflow,pt.pt.ptd.int_fifo,int_fifo.wdata_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_fifo,wr_mem_ff_ovflow,pt.pt.ptd.int_fifo,int_fifo.wr_mem_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,pkt_cmd_eop_no_data,pt.pt.ptd.int_grp#,int_grp#.pkt_cmd_eop_no_data,pkt,,None,error (E),,n/a,n/a,,,,software error. Packet creation control signal error. This can happen with either axi read resp error or malformed dma commands. Check other interrupts in ptd_wr block.,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,pkt_err_eop_forced,pt.pt.ptd.int_grp#,int_grp#.pkt_err_eop_forced,pkt,,None,error (E),,n/a,n/a,,,,Eop is forced while creating a packet. Check for interrupts in ptd_wr. Possible software error or axi read resp error.,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,pkt_no_eop_err_seen,pt.pt.ptd.int_grp#,int_grp#.pkt_no_eop_err_seen,pkt,,None,error (E),,n/a,n/a,,,,Eop is forced while creating a packet. Check for interrupts in ptd_wr. Possible software error or axi read resp error.,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_cmd_nop_eop,pt.pt.ptd.int_grp#,int_grp#.rcv_cmd_nop_eop,,,None,error (E),,n/a,n/a,,,,"software error. NOP is seen at the end, but no cmd_eop",,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_cmd_out_not_sop,pt.pt.ptd.int_grp#,int_grp#.rcv_cmd_out_not_sop,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_exceed_#byte,pt.pt.ptd.int_grp#,int_grp#.rcv_exceed_#byte,,,None,error (E),,n/a,n/a,,,,software error. mem2mem_phv2mem or phv2mem with fence exceeded 16 bytes,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_m#m_dst_not_seen,pt.pt.ptd.int_grp#,int_grp#.rcv_m#m_dst_not_seen,,,None,error (E),,n/a,n/a,,,,software error. mem2mem_dst command is expected right after mem2mem_src.,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_m#m_src_not_seen,pt.pt.ptd.int_grp#,int_grp#.rcv_m#m_src_not_seen,,,None,error (E),,n/a,n/a,,,,software error. mem2mem_dst command is seen without mem2mem_src before it.,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_pend_phv_less,pt.pt.ptd.int_grp#,int_grp#.rcv_pend_phv_less,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_pend_phv_more_than_#,pt.pt.ptd.int_grp#,int_grp#.rcv_pend_phv_more_than_#,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_phv_addr,pt.pt.ptd.int_grp#,int_grp#.rcv_phv_addr,phv,,None,error (E),,n/a,n/a,,,,software error. phv2mem or phv2pkt start/end address is not programmed correctly.,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_phv_dma_ptr,pt.pt.ptd.int_grp#,int_grp#.rcv_phv_dma_ptr,phv,,None,error (E),,n/a,n/a,,,,software error. dma pointer points to a non-existing flit in PHV,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_phv_eop_no_cmd_eop,pt.pt.ptd.int_grp#,int_grp#.rcv_phv_eop_no_cmd_eop,phv,,None,error (E),,n/a,n/a,,,,"software error. End of PHV reached, but cmdeop is not seen in any command",,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_phv_not_sop,pt.pt.ptd.int_grp#,int_grp#.rcv_phv_not_sop,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_pkt_order_ff_full,pt.pt.ptd.int_grp#,int_grp#.rcv_pkt_order_ff_full,pkt,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_pkt#mem_seen,pt.pt.ptd.int_grp#,int_grp#.rcv_pkt#mem_seen,pkt,,None,error (E),,n/a,n/a,,,,software error. pkt2mem command not expected in PTD,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rcv_skip_seen,pt.pt.ptd.int_grp#,int_grp#.rcv_skip_seen,,,None,error (E),,n/a,n/a,,,,software error. skip command not expected in PTD,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rdreq_invalid_cmd_seen,pt.pt.ptd.int_grp#,int_grp#.rdreq_invalid_cmd_seen,,,None,error (E),,n/a,n/a,,,,software error. invalid cmdtype seen in dma command,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rdreq_m#m_phv#mem_exceed_#byte,pt.pt.ptd.int_grp#,int_grp#.rdreq_m#m_phv#mem_exceed_#byte,phv,,None,error (E),,n/a,n/a,,,,software error. mem2mem_phv2mem exceeds 16 bytes,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rdreq_mem#mem_psize_zero,pt.pt.ptd.int_grp#,int_grp#.rdreq_mem#mem_psize_zero,,,None,error (E),,n/a,n/a,,,,software error. mem2mem psize field is zero,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rdreq_mem#pkt_psize_zero,pt.pt.ptd.int_grp#,int_grp#.rdreq_mem#pkt_psize_zero,,,None,error (E),,n/a,n/a,,,,software error. mem2pkt psize field is zero,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rdreq_phv#mem_fence_exceed_#byte,pt.pt.ptd.int_grp#,int_grp#.rdreq_phv#mem_fence_exceed_#byte,phv,,None,error (E),,n/a,n/a,,,,software error. phv2mem fence exceeds 16 bytes,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,rdrsp_axi,pt.pt.ptd.int_grp#,int_grp#.rdrsp_axi,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,spurious_rd_resp,pt.pt.ptd.int_grp#,int_grp#.spurious_rd_resp,,,None,error (E),,n/a,n/a,,,,unexpected read response received. Check interrupts in other blocks.,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,spurious_wr_resp,pt.pt.ptd.int_grp#,int_grp#.spurious_wr_resp,,,None,error (E),,n/a,n/a,,,,unexpected write response received. check interrupts in other blocks,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,wr_axi_rd_resp,pt.pt.ptd.int_grp#,int_grp#.wr_axi_rd_resp,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,wr_invalid_cmd,pt.pt.ptd.int_grp#,int_grp#.wr_invalid_cmd,,,None,error (E),,n/a,n/a,,,,software error. invalid cmdtype seen in dma command,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,wr_pend_sz,pt.pt.ptd.int_grp#,int_grp#.wr_pend_sz,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,wrreq_info_first_missing,pt.pt.ptd.int_grp#,int_grp#.wrreq_info_first_missing,,,None,error (E),,n/a,n/a,,,,"software error can trigger this interrupt. Can happen with other interrupts. If no other interrupt, then this may be a hw error.",,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,wrreq_num_bytes_more_than_#,pt.pt.ptd.int_grp#,int_grp#.wrreq_num_bytes_more_than_#,,,None,error (E),,n/a,n/a,,,,"software error can trigger this interrupt. Can happen with other interrupts. If no other interrupt, then this may be a hw error.",,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,wrreq_num_bytes_zero,pt.pt.ptd.int_grp#,int_grp#.wrreq_num_bytes_zero,,,None,error (E),,n/a,n/a,,,,"software error can trigger this interrupt. Can happen with other interrupts. If no other interrupt, then this may be a hw error.",,
p4+txdma,1,Justina,pt.pt.ptd,int_grp#,wrrsp_axi,pt.pt.ptd.int_grp#,int_grp#.wrrsp_axi,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4+txdma,1,Justina,pt.pt.ptd,int_intf,ma_eop_err,pt.pt.ptd.int_intf,int_intf.ma_eop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_intf,ma_err,pt.pt.ptd.int_intf,int_intf.ma_err,,,None,error (E),,n/a,n/a,,,,PHV from STG received with error bit. Possible ecc error. Check interrupts in other blocks.,,
p4+txdma,1,Justina,pt.pt.ptd,int_intf,ma_sop_err,pt.pt.ptd.int_intf,int_intf.ma_sop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_intf,npv_resub_eop_err,pt.pt.ptd.int_intf,int_intf.npv_resub_eop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_intf,npv_resub_err,pt.pt.ptd.int_intf,int_intf.npv_resub_err,,,None,error (E),,n/a,n/a,,,,PHV sent to NPV with error bit. Possible error bit set in PHV from STG or ecc error. check interrupts in other blocks.,,
p4+txdma,1,Justina,pt.pt.ptd,int_intf,npv_resub_sop_err,pt.pt.ptd.int_intf,int_intf.npv_resub_sop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_intf,pb_eop_err,pt.pt.ptd.int_intf,int_intf.pb_eop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4+txdma,1,Justina,pt.pt.ptd,int_intf,pb_err,pt.pt.ptd.int_intf,int_intf.pb_err,,,None,error (E),,n/a,n/a,,,,Packet to PB sent with error. Possible axi read response error or malformed dma commands. Check other interrupts in ptd_wr block,,
p4+txdma,1,Justina,pt.pt.ptd,int_intf,pb_sop_err,pt.pt.ptd.int_intf,int_intf.pb_sop_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
memory,8,Kalyan,mc.mc[#],int_mc,mch_int,mc.mc[#].int_mc,int_mc.mch_int,,,None,error (E),,n/a,n/a,,Needs unravel code,,,,
memory,16,Kalyan,mc.mc[#].mch,int_mc,ecc_#bit_thresh_ps#,mc.mc[#].mch.int_mc,int_mc.ecc_#bit_thresh_ps#,,,None,error (E),,n/a,n/a,,Needs unravel code,,,,
ms,1,Kalyan,ms.ms,int_esecure,mb_rxint,ms.ms.int_esecure,int_esecure.mb_rxint,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
ms,1,Kalyan,ms.ms,int_esecure,mb_txint,ms.ms.int_esecure,int_esecure.mb_txint,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
ms,10,Kalyan,ms.ms,int_gic#,msar_int_lvl,ms.ms.int_gic#,int_gic#.msar_int_lvl,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
ms,14,Kalyan,ms.ms,int_gic#,msar_int_lvl,ms.ms.int_gic#,int_gic#.msar_int_lvl,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
ms,1,Kalyan,ms.ms,int_misc,ahb_esec_data_ram_ecc_correctable,ms.ms.int_misc,int_misc.ahb_esec_data_ram_ecc_correctable,ecc_hw,,ignore_all,error (E),,n/a,n/a,,Need Threshold,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
ms,1,Kalyan,ms.ms,int_misc,ahb_esec_data_ram_ecc_uncorrectable,ms.ms.int_misc,int_misc.ahb_esec_data_ram_ecc_uncorrectable,ecc,,ignore_all,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
ms,1,Kalyan,ms.ms,int_misc,ahb_esec_esystem_ram_ecc_correctable,ms.ms.int_misc,int_misc.ahb_esec_esystem_ram_ecc_correctable,ecc_hw,,ignore_all,error (E),,n/a,n/a,,Need Threshold,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
ms,1,Kalyan,ms.ms,int_misc,ahb_esec_esystem_ram_ecc_uncorrectable,ms.ms.int_misc,int_misc.ahb_esec_esystem_ram_ecc_uncorrectable,ecc,,ignore_all,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
ms,1,Kalyan,ms.ms,int_misc,bl#_ram_ecc_correctable,ms.ms.int_misc,int_misc.bl#_ram_ecc_correctable,ecc_hw,,None,error (E),,n/a,n/a,,Need Threshold,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
ms,1,Kalyan,ms.ms,int_misc,bl#_ram_ecc_uncorrectable,ms.ms.int_misc,int_misc.bl#_ram_ecc_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
ms,1,Kalyan,ms.ms,int_misc,elam_cap_ecc_correctable,ms.ms.int_misc,int_misc.elam_cap_ecc_correctable,ecc_hw,,None,error (E),,n/a,n/a,,Need Threshold,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
ms,1,Kalyan,ms.ms,int_misc,elam_cap_ecc_uncorrectable,ms.ms.int_misc,int_misc.elam_cap_ecc_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
ms,3,Kalyan,ms.ms,int_misc,int_rd_full#,ms.ms.int_misc,int_misc.int_rd_full#,,,None,info (I),,,,,n/a,,"Info only, no action",,
ms,3,Kalyan,ms.ms,int_misc,int_rd_stall_hit#,ms.ms.int_misc,int_misc.int_rd_stall_hit#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
ms,3,Kalyan,ms.ms,int_misc,int_wr_full#,ms.ms.int_misc,int_misc.int_wr_full#,,,None,info (I),,,,,,,"Info only, no action",,
ms,3,Kalyan,ms.ms,int_misc,int_wr_stall_hit#,ms.ms.int_misc,int_misc.int_wr_stall_hit#,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
ms,1,Kalyan,ms.ms,int_misc,qspi_ram_ecc_correctable,ms.ms.int_misc,int_misc.qspi_ram_ecc_correctable,ecc_hw,,ignore_all,error (E),,n/a,n/a,,Need Threshold,>10 per 1 day,Hardware Error,,send chip to Avago
ms,1,Kalyan,ms.ms,int_misc,qspi_ram_ecc_uncorrectable,ms.ms.int_misc,int_misc.qspi_ram_ecc_uncorrectable,ecc,,ignore_all,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
ms,1,Kalyan,ms.ms,int_ms,addr_filter_read,ms.ms.int_ms,int_ms.addr_filter_read,address,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,addr_filter_write,ms.ms.int_ms,int_ms.addr_filter_write,address,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,ahb_axi_err,ms.ms.int_ms,int_ms.ahb_axi_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,ahb_axi_werr,ms.ms.int_ms,int_ms.ahb_axi_werr,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,ds#_efuse_cpu_read_timeout,ms.ms.int_ms,int_ms.ds#_efuse_cpu_read_timeout,,,None,HW-RMA (F),,,,,n/a,,Hardware Error,,
ms,1,Kalyan,ms.ms,int_ms,ds#_efuse_init_read_timeout,ms.ms.int_ms,int_ms.ds#_efuse_init_read_timeout,,,None,HW-RMA (F),,,,,n/a,,Hardware Error,,
ms,1,Kalyan,ms.ms,int_ms,emmc_pre_axi_err,ms.ms.int_ms,int_ms.emmc_pre_axi_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,emmc_pre_axi_werr,ms.ms.int_ms,int_ms.emmc_pre_axi_werr,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,fl_axi_err,ms.ms.int_ms,int_ms.fl_axi_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,fl_axi_werr,ms.ms.int_ms,int_ms.fl_axi_werr,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,ms_esec_mb_pre_axi_err,ms.ms.int_ms,int_ms.ms_esec_mb_pre_axi_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,ms_esec_mb_pre_axi_werr,ms.ms.int_ms,int_ms.ms_esec_mb_pre_axi_werr,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,msap_pre_axi_err,ms.ms.int_ms,int_ms.msap_pre_axi_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,msap_pre_axi_werr,ms.ms.int_ms,int_ms.msap_pre_axi_werr,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,nxms_a#_axi_err,ms.ms.int_ms,int_ms.nxms_a#_axi_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,nxms_a#_axi_werr,ms.ms.int_ms,int_ms.nxms_a#_axi_werr,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,pk_efuse_burn_imm_timeout,ms.ms.int_ms,int_ms.pk_efuse_burn_imm_timeout,,,None,HW-RMA (F),,,,,n/a,,Hardware Error,,
ms,1,Kalyan,ms.ms,int_ms,pk_efuse_cpu_burn_timeout,ms.ms.int_ms,int_ms.pk_efuse_cpu_burn_timeout,,,None,HW-RMA (F),,,,,n/a,,Hardware Error,,
ms,1,Kalyan,ms.ms,int_ms,pk_efuse_cpu_read_timeout,ms.ms.int_ms,int_ms.pk_efuse_cpu_read_timeout,,,None,HW-RMA (F),,,,,n/a,,Hardware Error,,
ms,1,Kalyan,ms.ms,int_ms,pk_efuse_init_read_timeout,ms.ms.int_ms,int_ms.pk_efuse_init_read_timeout,,,None,HW-RMA (F),,,,,n/a,,Hardware Error,,
ms,1,Kalyan,ms.ms,int_ms,rbm_axi_err,ms.ms.int_ms,int_ms.rbm_axi_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,rbm_axi_werr,ms.ms.int_ms,int_ms.rbm_axi_werr,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,rei_err,ms.ms.int_ms,int_ms.rei_err,,,None,HW-RMA (F),,,,,n/a,,Hardware Error,,
ms,1,Kalyan,ms.ms,int_ms,rei_pll_err,ms.ms.int_ms,int_ms.rei_pll_err,,,None,HW-RMA (F),,,,,n/a,,Hardware Error,,
ms,1,Kalyan,ms.ms,int_ms,sbus_err,ms.ms.int_ms,int_ms.sbus_err,,,ignore_all,error (E),,n/a,n/a,,Fix SW,never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,ssram_axi_err,ms.ms.int_ms,int_ms.ssram_axi_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,1,Kalyan,ms.ms,int_ms,ssram_axi_werr,ms.ms.int_ms,int_ms.ssram_axi_werr,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,5,Kalyan,ms.ms,int_prp#,ack_timeout,ms.ms.int_prp#,int_prp#.ack_timeout,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
ms,5,Kalyan,ms.ms,int_prp#,byte_read,ms.ms.int_prp#,int_prp#.byte_read,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
ms,5,Kalyan,ms.ms,int_prp#,byte_write,ms.ms.int_prp#,int_prp#.byte_write,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
ms,5,Kalyan,ms.ms,int_prp#,decode,ms.ms.int_prp#,int_prp#.decode,,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,5,Kalyan,ms.ms,int_prp#,read,ms.ms.int_prp#,int_prp#.read,,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,5,Kalyan,ms.ms,int_prp#,security,ms.ms.int_prp#,int_prp#.security,,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
ms,5,Kalyan,ms.ms,int_prp#,stall_timeout,ms.ms.int_prp#,int_prp#.stall_timeout,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,axi_bad_read,sge.te[#].int_err,int_err.axi_bad_read,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,axi_rdrsp_err,sge.te[#].int_err,int_err.axi_rdrsp_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,axi_req_idx_fifo,sge.te[#].int_err,int_err.axi_req_idx_fifo,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,both_pend_down,sge.te[#].int_err,int_err.both_pend_down,,,None,error (E),,n/a,n/a,,,never,mpu error,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,both_pend_went_up,sge.te[#].int_err,int_err.both_pend_went_up,,,None,error (E),,n/a,n/a,,,never,mpu error,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,loaded_but_no_proc,sge.te[#].int_err,int_err.loaded_but_no_proc,,,None,error (E),,n/a,n/a,,,never,mpu error,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,loaded_but_no_proc_tbl_vld,sge.te[#].int_err,int_err.loaded_but_no_proc_tbl_vld,,,None,error (E),,n/a,n/a,,,never,mpu error,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,miss_eop,sge.te[#].int_err,int_err.miss_eop,,,None,fatal (F),,n/a,n/a,,n/a,n/a,previous stage error,,stg packet sequence error
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,miss_sop,sge.te[#].int_err,int_err.miss_sop,,,None,fatal (F),,n/a,n/a,,n/a,n/a,previous stage error,,stg packet sequence error
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,mpu_req_idx_fifo,sge.te[#].int_err,int_err.mpu_req_idx_fifo,,,None,fatal (F),,n/a,n/a,,n/a,n/a,pop empty fifo,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,pend_wo_proc_down,sge.te[#].int_err,int_err.pend_wo_proc_down,,,None,error (E),,n/a,n/a,,,never,mpu error,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,pend_wo_wb,sge.te[#].int_err,int_err.pend_wo_wb,,,None,error (E),,n/a,n/a,,,never,mpu error,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,pend#_wo_pend#,sge.te[#].int_err,int_err.pend#_wo_pend#,,,None,error (E),,n/a,n/a,,,never,mpu error,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,phv_max_size,sge.te[#].int_err,int_err.phv_max_size,phv,,None,error (E),,n/a,n/a,,,never,invalid,,
